city,team1,team2,toss_winner,toss_decision,winner,first_innings_score,second_innings_score
8,3,8,8,2,3.0,0.7467940368539223,0.6650553860539905
7,7,0,7,1,7.0,0.7666712041012423,0.6420399246168039
6,4,6,6,2,4.0,0.7888580436565562,0.6145754526161542
3,3,2,2,2,2.0,0.7031893818579951,0.7110025972119728
1,9,1,9,1,9.0,0.7251822942374672,0.6885569258416355
0,0,6,0,1,6.0,0.7035976309449103,0.7105986023970985
5,7,5,7,1,5.0,0.7037948599121373,0.7104032623526269
4,8,4,8,1,8.0,0.7617912977726993,0.6478225209405633
2,1,2,1,1,1.0,0.7234809136840283,0.6903443832862867
6,6,5,5,2,5.0,0.7038255960088933,0.7103728108554875
9,3,9,3,1,3.0,0.7195456116844607,0.6944451833698865
7,7,2,7,1,2.0,0.7011898782285618,0.7129745820643361
0,5,0,0,2,0.0,0.7020741827848284,0.7121038139674688
1,8,1,8,1,1.0,0.7032323103308193,0.7109601379168723
2,2,4,4,2,2.0,0.8,0.6
7,7,9,7,1,9.0,0.7038255960088933,0.7103728108554875
3,6,3,6,1,3.0,0.7031893818579951,0.7110025972119728
5,8,5,5,2,5.0,0.7035801295960805,0.7106159308920413
0,0,1,0,1,0.0,0.7682212795973759,0.6401843996644799
3,3,7,7,2,7.0,0.7024085519692114,0.7117739993288008
5,5,2,2,2,5.0,0.7536415938141726,0.6572855909520866
9,9,4,9,1,4.0,0.7032534236766906,0.7109392534436489
1,6,1,1,2,6.0,0.7772448707074855,0.6291982286679645
7,8,7,8,1,8.0,0.9458977303365622,0.3244649191270766
0,0,3,0,1,3.0,0.7022471119478896,0.7119332790092399
2,2,9,9,2,2.0,0.7752349855172893,0.6316729511622358
4,4,5,5,2,4.0,0.7191229524372543,0.6948828529168974
6,1,6,6,2,1.0,0.7340139444099378,0.679134397164335
9,9,8,8,2,8.0,0.7033356251151295,0.7108579312660934
6,6,7,7,2,7.0,0.7033556304069442,0.7108381371134009
1,0,1,0,1,0.0,0.8377593720158102,0.5460395906888763
3,4,3,3,2,4.0,0.7111129549946862,0.7030777803619778
5,9,5,5,2,5.0,0.7035976309449103,0.7105986023970985
8,8,2,2,2,2.0,0.7035445979201052,0.7106511090102072
0,0,2,2,2,0.0,0.7405208562586175,0.6720333782231385
0,5,4,5,1,5.0,0.8755078962794679,0.4832038116077938
2,2,5,5,2,2.0,0.8073911222578979,0.59001658934231
2,2,0,0,2,0.0,0.7029838142009827,0.7112058471156141
0,8,0,8,1,0.0,0.703054692658077,0.7111357810794342
6,1,6,6,2,6.0,0.7030777803619778,0.7111129549946862
3,3,9,9,2,3.0,0.715614954676237,0.6984949796839826
7,7,4,7,1,7.0,0.7463470823221304,0.6655569342357143
2,2,5,5,2,2.0,0.7218992881601598,0.6919981342126975
8,6,8,8,2,8.0,0.7031231753960862,0.7110680700333301
0,0,2,2,2,0.0,0.8227641336465474,0.5683829522292574
9,9,5,5,2,9.0,0.7488937172321077,0.6626901238816493
7,7,1,1,2,7.0,0.7322323930364293,0.6810548601897971
8,8,3,3,2,3.0,0.7032534236766906,0.7109392534436489
4,4,6,4,1,4.0,0.7469970385734607,0.6648273643303799
2,9,2,9,1,2.0,0.7027820897865867,0.7114051829128025
-1,1,0,1,1,1.0,0.746765204687931,0.6650877604251885
5,5,7,7,2,7.0,0.7015172645143206,0.7126524591891511
8,4,8,8,2,4.0,0.7654562469906384,0.6434879438987234
-1,3,1,3,1,3.0,0.8544402147143674,0.5195497276285165
2,2,6,6,2,6.0,0.7035801295960805,0.7106159308920413
9,0,9,9,2,9.0,0.7028600079314319,0.7113282007980757
7,8,7,7,2,7.0,0.7032743081666771,0.7109185941250106
5,5,1,1,2,5.0,0.7535690571589674,0.6573687519897375
4,4,2,4,1,4.0,0.7836580957023955,0.6211923929348258
0,3,0,0,2,0.0,0.7020015154756069,0.7121754504824996
6,9,6,6,2,9.0,0.7129262923855025,0.7012389761168878
7,7,2,2,2,2.0,0.7035265622366209,0.7106689638836932
5,8,5,5,2,5.0,0.7035265622366209,0.7106689638836932
4,4,1,4,1,1.0,0.7029104120765632,0.7112783931727128
6,6,7,7,2,7.0,0.7023452803945737,0.7118364328323381
3,4,3,3,2,3.0,0.7027554777966536,0.7114314713496986
5,0,5,5,2,0.0,0.7438299368905009,0.6683689288001602
8,9,8,8,2,9.0,0.7397075921954605,0.6729284345667036
3,3,7,7,2,7.0,0.7039571317525781,0.7102424632860833
2,2,1,1,2,1.0,0.6992941554637311,0.7148340255851473
6,5,6,6,2,5.0,0.7256562174425901,0.6880574496994508
4,0,4,4,2,4.0,0.7031231753960862,0.7110680700333301
1,9,1,1,2,9.0,0.8017981864910908,0.5975949030401764
3,3,8,8,2,3.0,0.7102847408662503,0.7039144741320238
6,6,2,6,1,2.0,0.702179386223622,0.7120000769400363
7,5,7,5,1,7.0,0.7031893818579951,0.7110025972119728
0,0,4,4,2,4.0,0.7037635425467845,0.710434287025901
1,1,2,2,2,1.0,0.7150066690130576,0.6991176319238785
9,8,9,8,1,8.0,0.7709617516270896,0.6368814469962913
3,3,6,6,2,6.0,0.7044130702941792,0.7097902693040584
1,1,5,5,2,1.0,0.722337766058999,0.6915404194440805
4,4,7,7,2,7.0,0.7035265622366209,0.7106689638836932
2,2,8,8,2,8.0,0.7035976309449103,0.7105986023970985
0,0,9,9,2,0.0,0.846431864303332,0.5324970413927065
3,1,3,1,1,3.0,0.7025301812897969,0.7116539498779761
4,5,4,4,2,4.0,0.7022471119478896,0.7119332790092399
0,0,6,6,2,6.0,0.7027820897865867,0.7114051829128025
9,9,7,9,1,9.0,0.7106159308920413,0.7035801295960805
5,3,5,5,2,3.0,0.7608339519590859,0.6489466060827497
8,2,8,8,2,8.0,0.7023452803945737,0.7118364328323381
6,0,6,6,2,0.0,0.7704719917849997,0.6374738503459223
4,3,4,4,2,3.0,0.8648402746934762,0.5020471086144332
5,9,5,5,2,5.0,0.703054692658077,0.7111357810794342
1,1,7,7,2,1.0,0.741298409320304,0.6711755868170319
9,4,9,4,1,9.0,0.7028600079314319,0.7113282007980757
6,8,6,6,2,8.0,0.8007934745524887,0.5989405739421506
2,2,0,0,2,2.0,0.7638856255460444,0.64535164916821
3,3,5,5,2,3.0,0.7508077769579987,0.6605207658048217
0,7,0,7,1,0.0,0.7021448105364912,0.7120341740651742
8,8,1,1,2,8.0,0.8020431103403957,0.597266145998167
1,1,4,4,2,1.0,0.7417039045319462,0.6707274543375017
7,7,6,7,1,6.0,0.7022471119478896,0.7119332790092399
5,4,5,5,2,4.0,0.7390061745762599,0.6736986521718463
8,8,0,0,2,8.0,0.7536415938141726,0.6572855909520866
9,6,9,6,1,9.0,0.7038255960088933,0.7103728108554875
2,9,3,9,1,3.0,0.702701259061168,0.7114850247994325
2,8,7,7,2,7.0,0.7030313388330883,0.7111588687617946
0,9,7,7,2,9.0,0.7847686162307568,0.619788850318609
0,9,3,9,1,3.0,0.7009315268217042,0.7132285711519096
